pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
773KA35-SG;19721;773KA35;SG;;
772AP41-SG;19729;772AP41;SG;;
HONASA-EQ;19813;HONASA;EQ;;
773BR38-SG;19904;773BR38;SG;;
901HUDCO34-NE;19970;901HUDCO34;NE;;
888IRFC29-NE;1999;888IRFC29;NE;;
71JK30-SG;20018;71JK30;SG;;
774IREDA31-N7;20030;774IREDA31;N7;;
711HP28-SG;20041;711HP28;SG;;
M&MFIN-N3;20050;M&MFIN;N3;;
INTENTECH-EQ;20071;INTENTECH;EQ;;
718HP32-SG;20108;718HP32;SG;;
CANTABIL-BL;20163;CANTABIL;BL;;
LUMAXIND-EQ;2018;LUMAXIND;EQ;;
ASHOKA-EQ;20182;ASHOKA;EQ;;
WABAG-EQ;20188;WABAG;EQ;;
662HR41-SG;2019;662HR41;SG;;
76JK53A-SG;20197;76JK53A;SG;;
JWL-BL;20227;JWL;BL;;
664UP31-SG;2024;664UP31;SG;;
OBEROIRLTY-EQ;20242;OBEROIRLTY;EQ;;
IREDA-EQ;20261;IREDA;EQ;;
658KA30-SG;20288;658KA30;SG;;
SHAH-EQ;20296;SHAH;EQ;;
TATATECH-BL;20297;TATATECH;BL;;
718AS29-SG;20311;718AS29;SG;;
CGCL-BL;20332;CGCL;BL;;
774RJ33-SG;20347;774RJ33;SG;;
775GA33-SG;20348;775GA33;SG;;
720AS30-SG;20358;720AS30;SG;;
779PN37-SG;20360;779PN37;SG;;
RAMCOCEM-EQ;2043;RAMCOCEM;EQ;;
77TS38-SG;20480;77TS38;SG;;
WIPL-EQ;20481;WIPL;EQ;;
720AR30-SG;20518;720AR30;SG;;
INDIGOPNTS-BL;2053;INDIGOPNTS;BL;;
BAJEL-BL;20535;BAJEL;BL;;
INDIASHLTR-BL;20559;INDIASHLTR;BL;;
HOMEFIRST-EQ;2056;HOMEFIRST;EQ;;
813ABHF28-N3;20595;813ABHF28;N3;;
INOXINDIA-BL;20610;INOXINDIA;BL;;
850TPL26-N0;20612;850TPL26;N0;;
SUPERHOUSE-EQ;20616;SUPERHOUSE;EQ;;
905LTF27-NF;20687;905LTF27;NF;;
852LTF27-NG;20689;852LTF27;NG;;
SCHAND-EQ;20698;SCHAND;EQ;;
755GJ31-SG;20724;755GJ31;SG;;
763AR33-SG;20734;763AR33;SG;;
885MFL28-NI;20751;885MFL28;NI;;
957ISFL26-N2;20769;957ISFL26;N2;;
BHAGYANGR-EQ;20776;BHAGYANGR;EQ;;
1003ISFL28-N4;20779;1003ISFL28;N4;;
SUMEETINDS-BL;20793;SUMEETINDS;BL;;
BHAGYANGR-BL;20800;BHAGYANGR;BL;;
SURAJEST-EQ;20822;SURAJEST;EQ;;
MOIL-EQ;20830;MOIL;EQ;;
695HP33-SG;20859;695HP33;SG;;
RBZJEWEL-BL;20875;RBZJEWEL;BL;;
EFORCE-SM;20899;EFORCE;SM;;
697KA30-SG;20912;697KA30;SG;;
722AS29-SG;20915;722AS29;SG;;
648AP27-SG;20922;648AP27;SG;;
767RJ33-SG;20942;767RJ33;SG;;
72AS29-SG;20960;72AS29;SG;;
940SCL26B-Y6;20986;940SCL26B;Y6;;
SCLZC26F-Y9;21003;SCLZC26F;Y9;;
835SCL23A-YH;21026;835SCL23A;YH;;
73HP30-SG;21051;73HP30;SG;;
SHEKHAWATI-EQ;21095;SHEKHAWATI;EQ;;
743GJ27-SG;21133;743GJ27;SG;;
695HP29-SG;21141;695HP29;SG;;
ERIS-BL;21157;ERIS;BL;;
KHADIM-BL;432;KHADIM;BL;;
DIVOPPBEES-BL;2639;DIVOPPBEES;BL;;
DRCSYSTEMS-EQ;2645;DRCSYSTEMS;EQ;;
PIDILITIND-EQ;2664;PIDILITIND;EQ;;
728JH36-SG;2688;728JH36;SG;;
724KA37-SG;2691;724KA37;SG;;
724KA38-SG;2693;724KA38;SG;;
825BTL27-N0;27027;825BTL27;N0;;
TBZ-EQ;27037;TBZ;EQ;;
VSSL-BL;27070;VSSL;BL;;
LIQUIDPLUS-BL;27077;LIQUIDPLUS;BL;;
PRAKASH-EQ;2708;PRAKASH;EQ;;
KPEL-BL;27081;KPEL;BL;;
850CIFL34-N0;27092;850CIFL34;N0;;
776FEDB34-N0;27094;776FEDB34;N0;;
SWANCORP-BL;27098;SWANCORP;BL;;
ONYX-SM;27136;ONYX;SM;;
BLACKBUCK-EQ;27144;BLACKBUCK;EQ;;
BUTTERFLY-EQ;2716;BUTTERFLY;EQ;;
975SIPL29-N0;27168;975SIPL29;N0;;
PRECWIRE-EQ;2717;PRECWIRE;EQ;;
722UCL34-N0;27181;722UCL34;N0;;
716RJ34-SG;27189;716RJ34;SG;;
719HR37-SG;27199;719HR37;SG;;
718RJ38-SG;27201;718RJ38;SG;;
718WB41-SG;27204;718WB41;SG;;
716TN54A-SG;27207;716TN54A;SG;;
APEXECO-SM;27288;APEXECO;SM;;
719LT34-N0;27376;719LT34;N0;;
719KA40-SG;2771;719KA40;SG;;
769LICH26-N0;27750;769LICH26;N0;;
714EXIM29-N0;27811;714EXIM29;N0;;
698GR2054-GS;27819;698GR2054;GS;;
PURPLEUTED-SM;28028;PURPLEUTED;SM;;
IKS-BL;28162;IKS;BL;;
711ML33-SG;28205;711ML33;SG;;
713MZ39-SG;28241;713MZ39;SG;;
711AR44-SG;28260;711AR44;SG;;
ANURAS-BL;2835;ANURAS;BL;;
710RECL35-N0;28479;710RECL35;N0;;
816KSFP29-N0;28503;816KSFP29;N0;;
799TFSIL27-N0;28539;799TFSIL27;N0;;
RAYMOND-EQ;2859;RAYMOND;EQ;;
GICRE-BL;286;GICRE;BL;;
HITECH-BL;2873;HITECH;BL;;
74PFCL30-N0;28791;74PFCL30;N0;;
805NIT32-N0;28799;805NIT32;N0;;
719AS34-SG;28813;719AS34;SG;;
711TN34A-SG;28825;711TN34A;SG;;
IIFLZC28-NG;2883;IIFLZC28;NG;;
679GS2031-GS;28894;679GS2031;GS;;
925SCL26Z-N1;28897;925SCL26Z;N1;;
MAYURUNIQ-EQ;28906;MAYURUNIQ;EQ;;
ROSSELLIND-EQ;28913;ROSSELLIND;EQ;;
SCL271224B-N1;28923;SCL271224B;N1;;
BAFNAPH-BL;17743;BAFNAPH;BL;;
SIGIND-EQ;4522;SIGIND;EQ;;
NEXT50IETF-BL;4530;NEXT50IETF;BL;;
703TS51-SG;4556;703TS51;SG;;
675GJ31-SG;4575;675GJ31;SG;;
RTNPOWER-BL;17523;RTNPOWER;BL;;
GS120626C-GS;4389;GS120626C;GS;;
GS220831C-GS;4431;GS220831C;GS;;
797IGT31-NL;3476;797IGT31;NL;;
CAMS-BL;348;CAMS;BL;;
THOMASCOOK-EQ;3481;THOMASCOOK;EQ;;
TIRUMALCHM-EQ;3496;TIRUMALCHM;EQ;;
683WB31A-SG;3519;683WB31A;SG;;
69MZ33-SG;3523;69MZ33;SG;;
687MH33A-SG;3574;687MH33A;SG;;
MOKSH-BL;3599;MOKSH;BL;;
KAKATCEM-EQ;1811;KAKATCEM;EQ;;
BPF02RMD-MF;18161;BPF02RMD;MF;;
BPF02RMR-MF;18162;BPF02RMR;MF;;
BPF01D1R-MF;18165;BPF01D1R;MF;;
BPF01D3D-MF;18167;BPF01D3D;MF;;
IFD3GPD-MF;18177;IFD3GPD;MF;;
749BR31-SG;18204;749BR31;SG;;
KECL-BL;18223;KECL;BL;;
PYRAMID-EQ;18250;PYRAMID;EQ;;
CLSL-SM;18260;CLSL;SM;;
AEROFLEX-BL;18271;AEROFLEX;BL;;
HDFCLIQUID-EQ;18279;HDFCLIQUID;EQ;;
HNGSNGBEES-BL;18285;HNGSNGBEES;BL;;
LGBBROSLTD-BL;18324;LGBBROSLTD;BL;;
663MN31-SG;1833;663MN31;SG;;
FISTIPIP3G-MF;18388;FISTIPIP3G;MF;;
TCPLPACK-EQ;184;TCPLPACK;EQ;;
747UK33-SG;18402;747UK33;SG;;
743TN33-SG;18404;743TN33;SG;;
ASIANHOTNR-EQ;18422;ASIANHOTNR;EQ;;
ASIANHOTNR-BL;18426;ASIANHOTNR;BL;;
TVVISION-BL;18507;TVVISION;BL;;
744TS45-SG;18538;744TS45;SG;;
JLHL-EQ;18553;JLHL;EQ;;
GNA-BL;18574;GNA;BL;;
KIRLOSBROS-BL;18585;KIRLOSBROS;BL;;
SCLZC26-NB;18630;SCLZC26;NB;;
664AP39-SG;1866;664AP39;SG;;
744AP36-SG;18681;744AP36;SG;;
746GA33-SG;18696;746GA33;SG;;
664TS51-SG;1872;664TS51;SG;;
NUVAMA-EQ;18721;NUVAMA;EQ;;
MASKINVEST-EQ;18727;MASKINVEST;EQ;;
KODYTECH-ST;18754;KODYTECH;ST;;
ALCODIS-SM;18762;ALCODIS;SM;;
ENDURANCE-EQ;18822;ENDURANCE;EQ;;
1003SCL30-BW;18874;1003SCL30;BW;;
SJVN-EQ;18883;SJVN;EQ;;
KSL-EQ;18889;KSL;EQ;;
888SCL25E-N4;18906;888SCL25E;N4;;
RAJRATAN-EQ;18962;RAJRATAN;EQ;;
746WB39-SG;18998;746WB39;SG;;
745KL39-SG;18999;745KL39;SG;;
STYRENIX-EQ;19;STYRENIX;EQ;;
AARVI-BL;19076;AARVI;BL;;
ITBEES-BL;19086;ITBEES;BL;;
SAAKSHI-SM;19093;SAAKSHI;SM;;
UDS-EQ;19113;UDS;EQ;;
UMESLTD-BE;19145;UMESLTD;BE;;
UMESLTD-BL;19146;UMESLTD;BL;;
756UP35-SG;19168;756UP35;SG;;
HMVL-BL;19214;HMVL;BL;;
VALIANTLAB-BL;19221;VALIANTLAB;BL;;
SENSEXETF-EQ;19224;SENSEXETF;EQ;;
LAURUSLABS-EQ;19234;LAURUSLABS;EQ;;
MONIFTY500-BL;19242;MONIFTY500;BL;;
EMAMIREAL-BL;19280;EMAMIREAL;BL;;
KONTOR-SM;19287;KONTOR;SM;;
ARVIND-EQ;193;ARVIND;EQ;;
PROLIFE-SM;19352;PROLIFE;SM;;
663ML31-SG;1940;663ML31;SG;;
ROSSARI-BL;19413;ROSSARI;BL;;
77GA33-SG;19481;77GA33;SG;;
767AP38-SG;19487;767AP38;SG;;
762TN53-SG;19488;762TN53;SG;;
772ML31-SG;19517;772ML31;SG;;
756JK53-SG;19521;756JK53;SG;;
HDFCGOLD-EQ;19543;HDFCGOLD;EQ;;
HDFCGOLD-BL;19544;HDFCGOLD;BL;;
BHANDARI-EQ;19556;BHANDARI;EQ;;
704RJ36-SG;4780;704RJ36;SG;;
706WB36-SG;4782;706WB36;SG;;
HBSL-EQ;4116;HBSL;EQ;;
SUNDRMBRAK-EQ;4179;SUNDRMBRAK;EQ;;
SANGAMIND-EQ;4184;SANGAMIND;EQ;;
BEPL-EQ;419;BEPL;EQ;;
BHARATFORG-EQ;422;BHARATFORG;EQ;;
767AS33A-SG;14092;767AS33A;SG;;
76JK35-SG;14103;76JK35;SG;;
764UP36-SG;14109;764UP36;SG;;
756TS48-SG;14112;756TS48;SG;;
GANDHITUBE-BL;14119;GANDHITUBE;BL;;
SULA-BL;13224;SULA;BL;;
GVKPIL-BL;13230;GVKPIL;BL;;
NFL-BL;13928;NFL;BL;;
UTIRFP35P3-MF;13947;UTIRFP35P3;MF;;
HINDZINC-EQ;1424;HINDZINC;EQ;;
SGBOCT27VI-GB;14252;SGBOCT27VI;GB;;
MARINE-EQ;1328;MARINE;EQ;;
RATNAMANI-BL;13455;RATNAMANI;BL;;
SWELECTES-BL;13456;SWELECTES;BL;;
DUCOL-SM;13766;DUCOL;SM;;
757GJ32-SG;13773;757GJ32;SG;;
755JK38-SG;13779;755JK38;SG;;
UTIRAP35P3-MF;13946;UTIRAP35P3;MF;;
ENIL-EQ;13192;ENIL;EQ;;
ENIL-BL;13196;ENIL;BL;;
GSPL-EQ;13197;GSPL;EQ;;
BANCOINDIA-EQ;13880;BANCOINDIA;EQ;;
77HP38-SG;13901;77HP38;SG;;
IMC1-N1;14219;IMC1;N1;;
TIIL-EQ;14223;TIIL;EQ;;
TIIL-BL;14225;TIIL;BL;;
HDFCBSE500-EQ;14230;HDFCBSE500;EQ;;
HDFCBSE500-BL;14232;HDFCBSE500;BL;;
NIFTYBEES-BL;13048;NIFTYBEES;BL;;
753TS47-SG;13051;753TS47;SG;;
360ONE-EQ;13061;360ONE;EQ;;
SULA-EQ;13218;SULA;EQ;;
PARAMPARA-ST;1354;PARAMPARA;ST;;
DYNAMATECH-BL;13571;DYNAMATECH;BL;;
GLOBALVECT-EQ;13735;GLOBALVECT;EQ;;
WANBURY-BL;14066;WANBURY;BL;;
EBBETF0433-EQ;13139;EBBETF0433;EQ;;
GSEC10IETF-BL;13148;GSEC10IETF;BL;;
UTIDQP35P2-MF;13155;UTIDQP35P2;MF;;
MMFL-BL;13842;MMFL;BL;;
CLCIND-BE;13846;CLCIND;BE;;
ABSLFTUBDG-MF;13228;ABSLFTUBDG;MF;;
767WB39-SG;13399;767WB39;SG;;
BHAGERIA-EQ;13400;BHAGERIA;EQ;;
585GS2030-GS;1341;585GS2030;GS;;
763TS36-SG;13718;763TS36;SG;;
BANCOINDIA-BL;13883;BANCOINDIA;BL;;
77HP36-SG;13896;77HP36;SG;;
CREST-EQ;13900;CREST;EQ;;
CREST-BL;13903;CREST;BL;;
AIAENG-BL;13088;AIAENG;BL;;
ORIENTCER-EQ;13111;ORIENTCER;EQ;;
ROUTE-BL;138;ROUTE;BL;;
MANALIPETC-BL;13800;MANALIPETC;BL;;
LTFOODS-EQ;13816;LTFOODS;EQ;;
GLOBAL-EQ;1415;GLOBAL;EQ;;
BTML-EQ;14150;BTML;EQ;;
PREMIERPOL-BL;13002;PREMIERPOL;BL;;
UTIDFP35P2-MF;13152;UTIDFP35P2;MF;;
UTIDGR35P2-MF;13153;UTIDGR35P2;MF;;
UTIRGR35P2-MF;13160;UTIRGR35P2;MF;;
CELEBRITY-EQ;13162;CELEBRITY;EQ;;
ROHLTD-EQ;13182;ROHLTD;EQ;;
PFOCUS-EQ;13496;PFOCUS;EQ;;
MUNJALAU-BL;13514;MUNJALAU;BL;;
SFMP74DD-MF;13665;SFMP74DD;MF;;
MADHUCON-EQ;13671;MADHUCON;EQ;;
NRL-EQ;13675;NRL;EQ;;
940SFIL28-NN;14036;940SFIL28;NN;;
SARLAPOLY-EQ;14043;SARLAPOLY;EQ;;
TIMKEN-EQ;14198;TIMKEN;EQ;;
GESHIP-BL;13780;GESHIP;BL;;
764MP33-SG;14093;764MP33;SG;;
SIYSIL-BL;14099;SIYSIL;BL;;
BALKRISIND-BL;13174;BALKRISIND;BL;;
NITINSPIN-BL;13179;NITINSPIN;BL;;
ROHLTD-BL;13186;ROHLTD;BL;;
SGBSEP27-GB;13209;SGBSEP27;GB;;
755GJ30-SG;13366;755GJ30;SG;;
762GA32A-SG;13373;762GA32A;SG;;
761RJ32-SG;13377;761RJ32;SG;;
662RJ30-SG;1369;662RJ30;SG;;
INFOMEDIA-BL;13697;INFOMEDIA;BL;;
MMFL-EQ;13844;MMFL;EQ;;
VENUSREM-EQ;13859;VENUSREM;EQ;;
772MP38-SG;13977;772MP38;SG;;
771WB39-SG;13991;771WB39;SG;;
768TS42-SG;13993;768TS42;SG;;
BIOCON-BL;13043;BIOCON;BL;;
UNIPARTS-EQ;13057;UNIPARTS;EQ;;
762UK33-SG;13716;762UK33;SG;;
759AP33-SG;13717;759AP33;SG;;
DCBBANK-EQ;13725;DCBBANK;EQ;;
980SFIL28-NL;14032;980SFIL28;NL;;
ICDSLTD-BL;12965;ICDSLTD;BL;;
QUICKHEAL-BL;13119;QUICKHEAL;BL;;
JKLAKSHMI-EQ;13491;JKLAKSHMI;EQ;;
763HR33-SG;13627;763HR33;SG;;
ELECON-EQ;13643;ELECON;EQ;;
TALBROAUTO-EQ;13648;TALBROAUTO;EQ;;
TALBROAUTO-BL;13651;TALBROAUTO;BL;;
ANLON-SM;13657;ANLON;SM;;
NRL-BL;13684;NRL;BL;;
AVTNPL-BL;14011;AVTNPL;BL;;
HINDOILEXP-EQ;1403;HINDOILEXP;EQ;;
GSEC10IETF-EQ;13143;GSEC10IETF;EQ;;
PVRINOX-BL;13149;PVRINOX;BL;;
UTIDAP35P2-MF;13150;UTIDAP35P2;MF;;
UTIRMP35P2-MF;13163;UTIRMP35P2;MF;;
AFSL-BL;13296;AFSL;BL;;
SKYGOLD-EQ;13631;SKYGOLD;EQ;;
PARSVNATH-BL;13793;PARSVNATH;BL;;
MANALIPETC-EQ;13796;MANALIPETC;EQ;;
FLUOROCHEM-BL;13806;FLUOROCHEM;BL;;
SBGLP-EQ;14139;SBGLP;EQ;;
VLSFINANCE-BL;12883;VLSFINANCE;BL;;
WEIZMANIND-BL;12889;WEIZMANIND;BL;;
WELSPUNLIV-BL;12891;WELSPUNLIV;BL;;
ZENITHEXPO-BL;12905;ZENITHEXPO;BL;;
BAHETI-SM;12989;BAHETI;SM;;
764WB42-SG;13621;764WB42;SG;;
762KL53-SG;13624;762KL53;SG;;
JMFINANCIL-BL;13639;JMFINANCIL;BL;;
649GJ29-SG;1364;649GJ29;SG;;
SGBDE30III-GB;13642;SGBDE30III;GB;;
BANKADD-BL;13649;BANKADD;BL;;
LIQUID1-EQ;13950;LIQUID1;EQ;;
PARACABLES-BL;13954;PARACABLES;BL;;
767MP33-SG;13965;767MP33;SG;;
HBLENGINE-BL;13969;HBLENGINE;BL;;
772UP36-SG;13973;772UP36;SG;;
TANLA-EQ;13976;TANLA;EQ;;
JASH-EQ;13982;JASH;EQ;;
NAHARINDUS-BL;13110;NAHARINDUS;BL;;
KERNEX-EQ;13121;KERNEX;EQ;;
KERNEX-BL;13123;KERNEX;BL;;
755GA32-SG;13124;755GA32;SG;;
UNIPARTS-BL;13077;UNIPARTS;BL;;
GPIL-EQ;13409;GPIL;EQ;;
BHAGERIA-BL;13426;BHAGERIA;BL;;
SDBL-BL;1343;SDBL;BL;;
MANUGRAPH-BL;13576;MANUGRAPH;BL;;
76KA33-SG;13601;76KA33;SG;;
SONACOMS-EQ;4684;SONACOMS;EQ;;
71AP37-SG;469;71AP37;SG;;
HDFCLIFE-BL;470;HDFCLIFE;BL;;
SHYAMMETL-BL;4709;SHYAMMETL;BL;;
HATSUN-BL;3895;HATSUN;BL;;
GOCLCORP-BL;3971;GOCLCORP;BL;;
WINDLAS-EQ;5366;WINDLAS;EQ;;
INDUSINDBK-EQ;5258;INDUSINDBK;EQ;;
BRITANNIA-EQ;547;BRITANNIA;EQ;;
629RJ26-SG;5025;629RJ26;SG;;
70MZ34-SG;5559;70MZ34;SG;;
689PN31-SG;5560;689PN31;SG;;
ICICM58-Y1;5331;ICICM58;Y1;;
698GJ31-SG;5334;698GJ31;SG;;
ABSLFTTJDG-MF;5104;ABSLFTTJDG;MF;;
SVPGLOB-EQ;5020;SVPGLOB;EQ;;
SVPGLOB-BL;5022;SVPGLOB;BL;;
INTLCONV-EQ;5606;INTLCONV;EQ;;
BPCL-EQ;526;BPCL;EQ;;
MAZDOCK-EQ;509;MAZDOCK;EQ;;
717TS41-SG;5090;717TS41;SG;;
724TN51-SG;5091;724TN51;SG;;
TTKPRESTIG-EQ;3546;TTKPRESTIG;EQ;;
UNICHEMLAB-EQ;3579;UNICHEMLAB;EQ;;
676RJ31-SG;3641;676RJ31;SG;;
ABSLFTTIDN-MF;4964;ABSLFTTIDN;MF;;
675BR27-SG;4980;675BR27;SG;;
UGROCAP-BL;5315;UGROCAP;BL;;
TATVA-EQ;5162;TATVA;EQ;;
APTUS-EQ;5435;APTUS;EQ;;
AAREYDRUGS-BL;5247;AAREYDRUGS;BL;;
MID150-EQ;30469;MID150;EQ;;
AONELIQUID-BL;30474;AONELIQUID;BL;;
MHLSDD-SF;30566;MHLSDD;SF;;
VEDL-EQ;3063;VEDL;EQ;;
684JK31-SG;3073;684JK31;SG;;
PILITA-BL;30839;PILITA;BL;;
DBSTOCKBRO-BL;31110;DBSTOCKBRO;BL;;
RHIM-BL;31166;RHIM;BL;;
NDL-EQ;31258;NDL;EQ;;
MTEDUCARE-BL;31412;MTEDUCARE;BL;;
ORBTEXP-EQ;31475;ORBTEXP;EQ;;
SFMP42DR-MF;3160;SFMP42DR;MF;;
891NTPC33-N6;31768;891NTPC33;N6;;
SREEL-EQ;31837;SREEL;EQ;;
678AP38-SG;3196;678AP38;SG;;
563GS2026-GS;3202;563GS2026;GS;;
JTEKTINDIA-EQ;3237;JTEKTINDIA;EQ;;
NITIRAJ-EQ;3247;NITIRAJ;EQ;;
ANGELONE-BL;328;ANGELONE;BL;;
SUDARSCHEM-EQ;3327;SUDARSCHEM;EQ;;
69AP39-SG;3385;69AP39;SG;;
SMLMAH-EQ;3387;SMLMAH;EQ;;
AGARIND-EQ;3389;AGARIND;EQ;;
AJOONI-BL;3412;AJOONI;BL;;
TATACONSUM-EQ;3432;TATACONSUM;EQ;;
BBOX-EQ;3435;BBOX;EQ;;
795IGT31-NI;3457;795IGT31;NI;;
TFCILTD-EQ;3466;TFCILTD;EQ;;
TIL-EQ;3484;TIL;EQ;;
TNPETRO-EQ;3509;TNPETRO;EQ;;
684MH32-SG;3520;684MH32;SG;;
96SFIL24A-NB;4930;96SFIL24A;NB;;
SGBAUG29V-GB;5455;SGBAUG29V;GB;;
GRSE-EQ;5475;GRSE;EQ;;
FMCGIETF-EQ;5306;FMCGIETF;EQ;;
BOMDYEING-EQ;513;BOMDYEING;EQ;;
85PCHFL26-N7;5145;85PCHFL26;N7;;
VIJAYA-BL;5589;VIJAYA;BL;;
643MH27-SG;5414;643MH27;SG;;
NUVOCO-BL;5430;NUVOCO;BL;;
PDSL-BL;5267;PDSL;BL;;
ABSLFTTJDN-MF;5105;ABSLFTTJDN;MF;;
ABSLFTTJRG-MF;5106;ABSLFTTJRG;MF;;
ABSLFTTJRN-MF;5107;ABSLFTTJRN;MF;;
KPIGREEN-BL;5111;KPIGREEN;BL;;
699WB30-SG;5172;699WB30;SG;;
691GJ30-SG;4991;691GJ30;SG;;
712MZ34-SG;5003;712MZ34;SG;;
KOTHARIPRO-EQ;5528;KOTHARIPRO;EQ;;
819CIFL26-N0;28981;819CIFL26;N0;;
717AP39-SG;28995;717AP39;SG;;
718HR38-SG;28996;718HR38;SG;;
710KA33-SG;29052;710KA33;SG;;
715AS35-SG;29058;715AS35;SG;;
715HR38-SG;29060;715HR38;SG;;
714MH43-SG;29064;714MH43;SG;;
69PY29-SG;291;69PY29;SG;;
722KA36-SG;29114;722KA36;SG;;
722HR38-SG;29120;722HR38;SG;;
724MH44-SG;29125;724MH44;SG;;
AAREYDRUGS-EQ;5245;AAREYDRUGS;EQ;;
701MN31-SG;5087;701MN31;SG;;
667GS2035-GS;5577;667GS2035;GS;;
EPIGRAL-BL;5388;EPIGRAL;BL;;
CIGNITITEC-BL;5146;CIGNITITEC;BL;;
ADROITINFO-EQ;4953;ADROITINFO;EQ;;
GANGAFORGE-BL;4960;GANGAFORGE;BL;;
ABSLFTTIDG-MF;4962;ABSLFTTIDG;MF;;
SFMP49GR-MF;5500;SFMP49GR;MF;;
YUKEN-EQ;5501;YUKEN;EQ;;
ABGSEC-BL;24410;ABGSEC;BL;;
736RJ46-SG;24423;736RJ46;SG;;
731TN54-SG;24424;731TN54;SG;;
820ABSLI34-N0;24443;820ABSLI34;N0;;
736IOCL29-N0;24484;736IOCL29;N0;;
732HR36A-SG;24488;732HR36A;SG;;
733AP40-SG;24491;733AP40;SG;;
SATIPOLY-SM;24504;SATIPOLY;SM;;
897MFL27-N0;24512;897MFL27;N0;;
FILATEX-BL;24535;FILATEX;BL;;
MACOBSTECH-SM;24545;MACOBSTECH;SM;;
739IREDA39-N0;24580;739IREDA39;N0;;
975SCL29-N0;24587;975SCL29;N0;;
850CIFL27-N0;24604;850CIFL27;N0;;
730MH39-SG;24653;730MH39;SG;;
85GHFL27-N0;24670;85GHFL27;N0;;
828SICC26-N0;24724;828SICC26;N0;;
CEIGALL-BL;24745;CEIGALL;BL;;
723TN34-SG;24753;723TN34;SG;;
729TS42-SG;24758;729TS42;SG;;
729TS40-SG;24766;729TS40;SG;;
OLAELEC-BL;24780;OLAELEC;BL;;
GROWWEV-EQ;24798;GROWWEV;EQ;;
849ABSLI34-N0;24819;849ABSLI34;N0;;
726TS35-SG;24842;726TS35;SG;;
721MH35-SG;24885;721MH35;SG;;
723JK51-SG;24892;723JK51;SG;;
MFML-BL;24938;MFML;BL;;
WINDMACHIN-BL;24973;WINDMACHIN;BL;;
761LIC34-N0;25042;761LIC34;N0;;
725ML34-SG;25108;725ML34;SG;;
724RJ34-SG;25109;724RJ34;SG;;
840GHFL28-N0;25130;840GHFL28;N0;;
BROOKS-BL;25139;BROOKS;BL;;
8887HFL26-N0;25153;8887HFL26;N0;;
NAMOEWASTE-SM;25167;NAMOEWASTE;SM;;
722TS38-SG;25213;722TS38;SG;;
XTGLOBAL-EQ;25235;XTGLOBAL;EQ;;
GAJANAND-SM;25244;GAJANAND;SM;;
AUSL-SM;25248;AUSL;SM;;
KROSS-EQ;25252;KROSS;EQ;;
925AEL26-N1;25277;925AEL26;N1;;
932AEL27-N3;25283;932AEL27;N3;;
PNGJL-BL;25316;PNGJL;BL;;
VASWANI-BL;25343;VASWANI;BL;;
712MH36-SG;25356;712MH36;SG;;
PANAMAPET-BL;25395;PANAMAPET;BL;;
PAISALO-EQ;25468;PAISALO;EQ;;
714MP43-SG;25477;714MP43;SG;;
717ML31-SG;2551;717ML31;SG;;
MOTHERSON-D1;25510;MOTHERSON;D1;;
719UP31-SG;2552;719UP31;SG;;
965SCL26F-N1;25534;965SCL26F;N1;;
902SCL27C-N1;25550;902SCL27C;N1;;
1050SCL31A-N1;25564;1050SCL31A;N1;;
724RJ36-SG;2560;724RJ36;SG;;
UYFINCORP-BL;25628;UYFINCORP;BL;;
950ISF26-N0;25662;950ISF26;N0;;
714AP44-SG;25696;714AP44;SG;;
71KL34-SG;25702;71KL34;SG;;
RUPA-EQ;25724;RUPA;EQ;;
SRD-BL;25739;SRD;BL;;
729KA37-SG;2575;729KA37;SG;;
715MP35-SG;25772;715MP35;SG;;
713MH37A-SG;25773;713MH37A;SG;;
KANANIIND-EQ;25786;KANANIIND;EQ;;
805HLICL34-N0;25793;805HLICL34;N0;;
GARUDA-BL;25803;GARUDA;BL;;
LLOYDSENT-EQ;25807;LLOYDSENT;EQ;;
725TS41-SG;2581;725TS41;SG;;
708UP32-SG;25829;708UP32;SG;;
708HP34-SG;25830;708HP34;SG;;
GROWWGOLD-EQ;25872;GROWWGOLD;EQ;;
744SIDBI28-N0;25890;744SIDBI28;N0;;
DBEIL-BL;25895;DBEIL;BL;;
1040UCL27B-N1;25916;1040UCL27B;N1;;
GODAVARIB-BL;25944;GODAVARIB;BL;;
717AP43-SG;25963;717AP43;SG;;
716RJ45-SG;25965;716RJ45;SG;;
716TN54-SG;25969;716TN54;SG;;
PEARLPOLY-EQ;2610;PEARLPOLY;EQ;;
702AP41-SG;5569;702AP41;SG;;
EXXARO-BL;5355;EXXARO;BL;;
KRSNAA-BL;5363;KRSNAA;BL;;
931SFIL26A-NA;4926;931SFIL26A;NA;;
BTML-BL;14153;BTML;BL;;
UNOMINDA-BL;14157;UNOMINDA;BL;;
762MP34-SG;14163;762MP34;SG;;
762MN35-SG;14165;762MN35;SG;;
SHERA-SM;14172;SHERA;SM;;
IZMO-BL;14177;IZMO;BL;;
NSLNISP-BL;14181;NSLNISP;BL;;
HDFC2638RG-MF;14327;HDFC2638RG;MF;;
756TN53-SG;14357;756TN53;SG;;
ASCOM-ST;15030;ASCOM;ST;;
INFINIUM-SM;15036;INFINIUM;SM;;
699GS2026-GS;15046;699GS2026;GS;;
772HR32-SG;14638;772HR32;SG;;
